"subject","cntr","country","R_attendance","R_prayer","R_religiousID","R_member","R_denomination","R_denominationText","R_god","R_afterlife","R_NormsSelfRelLife","R_NormsSelfGod","religiosity.s","religiosity","culturalNorms","norms","norms_z","condition","hunger","hearing","brains","knowledge","love","desire","check_condition","RT_text","RT_response","self_rating","Age","Gender","Education","SES","Ethnicity","EthnicityText","Recruitment","Sample","Compensation","Language"
8622,"SGP2","Singapore",0.833333333333333,1,1,1,"Other:","Christian",1,1,1,1,1.66875895977599,0.976190476190476,0.75,0.379058441558442,-0.256788499713644,"Secular",1,1,1,0,1,1,1,0.929,35.08,4,20,"woman",4,5,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8623,"SGP2","Singapore",0.166666666666667,0.142857142857143,0.5,0,NA,NA,0.666666666666667,0.5,0,0,-0.285244392552988,0.282312925170068,0.375,0.379058441558442,-0.256788499713644,"Religious",1,1,1,1,1,1,0,16.589,14.35,3,25,"man",5,5,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8624,"SGP2","Singapore",0.5,0.571428571428571,1,1,"Buddhist",NA,0.666666666666667,0.5,0.5,0.25,0.534280547729965,0.569727891156463,0.5,0.379058441558442,-0.256788499713644,"Religious",0,0,0,0,1,1,1,17.488,20.01,3,21,"woman",5,5,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8625,"SGP2","Singapore",0,0,0.5,0,NA,NA,0.166666666666667,0.666666666666667,0,0,-0.536181832001719,0.19047619047619,0.25,0.379058441558442,-0.256788499713644,"Religious",0,1,1,0,1,0,1,21.927,42.12,3,20,"woman",4,5,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8626,"SGP2","Singapore",0.166666666666667,0.142857142857143,0.5,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.596749944866061,0.163265306122449,0.25,0.379058441558442,-0.256788499713644,"Secular",0,0,0,0,0,0,1,29.663,27.921,3,22,"man",3,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8627,"SGP2","Singapore",0,0,0.5,0,NA,NA,0.666666666666667,0.833333333333333,0,0.25,-0.192570784586994,0.321428571428571,0.125,0.379058441558442,-0.256788499713644,"Religious",1,1,0,1,1,1,1,14.862,29.53,3,23,"man",3,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8628,"SGP2","Singapore",0.5,0,0.5,0,NA,NA,0.666666666666667,0.5,0,0,-0.192653639088273,0.30952380952381,0.75,0.379058441558442,-0.256788499713644,"Religious",0,0,0,1,1,1,0,15.68,17.894,3,23,"man",2,7,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8629,"SGP2","Singapore",0,0,0.5,0,NA,NA,0.666666666666667,0.833333333333333,0,0,-0.287747654527374,0.285714285714286,0,0.379058441558442,-0.256788499713644,"Religious",0,0,0,0,1,0,1,28.969,21.901,4,23,"woman",4,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8630,"SGP2","Singapore",0.666666666666667,0.428571428571429,0.5,0,NA,NA,0.5,0.666666666666667,0.5,0.25,0.366219892391736,0.501700680272109,0.25,0.379058441558442,-0.256788499713644,"Religious",0,1,0,1,1,1,1,103.225,42.885,3,21,"woman",4,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8631,"SGP2","Singapore",0.833333333333333,0.714285714285714,0.5,1,"Christian (Protestant)",NA,0.833333333333333,0.833333333333333,0.5,0.75,0.926766643799795,0.709183673469388,0.625,0.379058441558442,-0.256788499713644,"Religious",0,0,0,0,1,1,1,17.072,17.46,2,23,"man",4,5,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8632,"SGP2","Singapore",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.75,0.379058441558442,-0.256788499713644,"Religious",0,0,0,1,1,0,1,13.701,20.447,4,22,"man",4,5,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8633,"SGP2","Singapore",0.5,0.428571428571429,0.5,1,"Buddhist",NA,0.333333333333333,0.5,0,0,-0.151527571006388,0.32312925170068,0,0.379058441558442,-0.256788499713644,"Religious",1,1,0,1,1,1,1,11.514,11.916,3,22,"woman",4,8,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8634,"SGP2","Singapore",0.5,0,1,1,"Buddhist",NA,0.666666666666667,0.666666666666667,0.5,0.5,0.472927099390453,0.547619047619048,0.5,0.379058441558442,-0.256788499713644,"Secular",0,1,0,1,1,1,1,21.585,22.869,1,20,"woman",3,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8635,"SGP2","Singapore",0.833333333333333,1,1,1,"Christian (Protestant)",NA,0.833333333333333,0.833333333333333,1,1,1.54389998405872,0.928571428571429,0.625,0.379058441558442,-0.256788499713644,"Religious",0,0,0,0,0,0,0,17.255,28.392,6,20,"woman",3,7,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8636,"SGP2","Singapore",0,0,0.5,0,NA,NA,0.5,0.833333333333333,0,0.25,-0.254358385465534,0.297619047619048,0.125,0.379058441558442,-0.256788499713644,"Religious",0,1,0,1,1,1,1,13.174,13.932,3,21,"woman",4,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8637,"SGP2","Singapore",0.666666666666667,0,0.5,0,NA,NA,0.166666666666667,0.166666666666667,0.5,0.25,-0.111270703720488,0.321428571428571,0,0.379058441558442,-0.256788499713644,"Secular",0,0,0,0,0,0,0,18.442,33.527,4,22,"man",3,5,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8638,"SGP2","Singapore",0.166666666666667,0.142857142857143,1,0,NA,NA,0.666666666666667,0.666666666666667,0.5,0.5,0.380336345925738,0.520408163265306,0.5,0.379058441558442,-0.256788499713644,"Secular",0,0,0,1,1,1,1,13.628,35.534,3,21,"woman",4,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8639,"SGP2","Singapore",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0,0.379058441558442,-0.256788499713644,"Secular",0,0,0,0,0,0,1,17.489,16.881,2,25,"man",5,1,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8640,"SGP2","Singapore",0.833333333333333,1,1,1,"Muslim",NA,1,1,0.25,0.75,1.23763304578317,0.833333333333333,0,0.379058441558442,-0.256788499713644,"Religious",1,1,0,1,1,1,1,11.793,22.686,3,21,"woman",3,5,"Malay",NA,"Nanyang Technological University","students","course credit","English"
8641,"SGP2","Singapore",0.5,0.142857142857143,0.5,0,NA,NA,0.166666666666667,0.333333333333333,0,0,-0.386187393282964,0.23469387755102,0.125,0.379058441558442,-0.256788499713644,"Religious",0,0,0,1,1,1,1,24.358,19.792,3,20,"woman",3,3,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8642,"SGP2","Singapore",0.833333333333333,0.571428571428571,0.5,1,"Christian (Roman Catholic)",NA,0.333333333333333,0.5,0.25,0,0.162847043701783,0.42687074829932,0,0.379058441558442,-0.256788499713644,"Religious",0,0,0,1,1,1,0,19.862,55.633,6,20,"woman",3,7,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8643,"SGP2","Singapore",0.5,0.428571428571429,0.5,0,NA,NA,0.333333333333333,0.5,0.5,0.5,0.262792198242664,0.465986394557823,0.5,0.379058441558442,-0.256788499713644,"Secular",1,0,1,1,1,1,1,31.227,49.295,4,25,"woman",4,5,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8644,"SGP2","Singapore",0,0,0.5,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.7253959565179,0.119047619047619,0.375,0.379058441558442,-0.256788499713644,"Religious",0,0,0,0,0,0,1,15.772,14.115,3,21,"woman",4,4,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8645,"SGP2","Singapore",0.666666666666667,0.571428571428571,1,1,"Hindu",NA,0.666666666666667,0.666666666666667,0.5,0.5,0.766274380881256,0.653061224489796,0.5,0.379058441558442,-0.256788499713644,"Secular",0,1,1,1,1,0,1,26.6,34.23,2,25,"man",5,5,"Indian",NA,"Nanyang Technological University","students","course credit","English"
8646,"SGP2","Singapore",0.5,0,0.5,1,"Christian (Protestant)",NA,1,0.833333333333333,0.25,0.25,0.264224196970787,0.476190476190476,0,0.379058441558442,-0.256788499713644,"Secular",0,0,0,1,1,1,0,21.426,70.588,4,21,"woman",4,3,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8647,"SGP2","Singapore",0.333333333333333,0.428571428571429,1,1,"Christian (Protestant)",NA,0,0,0.5,0.5,0.0644468779881655,0.394557823129252,0.375,0.379058441558442,-0.256788499713644,"Secular",1,1,1,0,1,1,1,1.629,65.066,1,23,"man",4,10,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8648,"SGP2","Singapore",0.5,0.142857142857143,0,0,NA,NA,0.333333333333333,0.333333333333333,0,0,-0.512589386795371,0.187074829931973,0.25,0.379058441558442,-0.256788499713644,"Secular",0,0,0,1,1,1,1,18.511,20.291,3,22,"man",3,5,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8649,"SGP2","Singapore",1,1,0.5,1,"Christian (Protestant)",NA,0.666666666666667,0.666666666666667,0.5,1,1.0806309729544,0.761904761904762,0.125,0.379058441558442,-0.256788499713644,"Religious",0,1,1,1,1,1,1,49.987,22.424,3,21,"woman",4,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8650,"SGP2","Singapore",0.5,0.428571428571429,0.5,1,"Buddhist",NA,1,1,0,0,0.284836957023951,0.489795918367347,0.125,0.379058441558442,-0.256788499713644,"Religious",0,0,0,1,1,1,1,15.073,35.012,3,23,"woman",5,1,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8651,"SGP2","Singapore",0.166666666666667,0.142857142857143,0.5,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.596749944866061,0.163265306122449,0.5,0.379058441558442,-0.256788499713644,"Secular",0,0,0,0,1,1,1,12.124,44.204,3,24,"man",4,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8652,"SGP2","Singapore",0.5,0.142857142857143,0.5,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.666666666666667,0,0.25,0.0204950289704885,0.389455782312925,0.25,0.379058441558442,-0.256788499713644,"Religious",0,1,1,1,1,1,1,28.692,23.492,2,22,"man",4,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8653,"SGP2","Singapore",0.5,0.428571428571429,0.5,1,"Buddhist",NA,0.833333333333333,0.833333333333333,0.25,0.5,0.46231473587159,0.549319727891156,0.375,0.379058441558442,-0.256788499713644,"Religious",0,1,1,1,1,1,1,15.089,16.132,2,21,"woman",3,7,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8654,"SGP2","Singapore",0.166666666666667,0.142857142857143,0.5,1,"Christian (Protestant)",NA,1,0.666666666666667,0.25,0.25,0.108562068667344,0.425170068027211,0.25,0.379058441558442,-0.256788499713644,"Secular",0,1,0,1,1,1,1,19.674,29.15,3,23,"man",4,5,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8655,"SGP2","Singapore",0.333333333333333,0,0.5,0,NA,NA,0,0,0.5,0.5,-0.288443986241745,0.261904761904762,0.5,0.379058441558442,-0.256788499713644,"Secular",0,0,0,0,0,0,1,17.986,20.986,2,24,"man",3,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8656,"SGP2","Singapore",0.666666666666667,0.428571428571429,0,0,NA,NA,0.666666666666667,0.833333333333333,0.25,0.25,0.190906259033909,0.442176870748299,0.375,0.379058441558442,-0.256788499713644,"Religious",1,1,1,1,1,1,1,14.211,18.162,1,21,"woman",3,4,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8657,"SGP2","Singapore",0.5,0.142857142857143,1,1,"Buddhist",NA,0.666666666666667,0.666666666666667,0.25,0.25,0.320667638045582,0.496598639455782,0.25,0.379058441558442,-0.256788499713644,"Secular",0,0,0,1,1,1,1,10.137,91.092,4,22,"woman",4,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8658,"SGP2","Singapore",0.666666666666667,0.142857142857143,0.5,1,"Taoist",NA,0.666666666666667,0.666666666666667,0.5,0.5,0.413383516651346,0.520408163265306,0.5,0.379058441558442,-0.256788499713644,"Religious",0,1,0,1,1,1,1,30.279,19.932,2,24,"woman",3,5,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8659,"SGP2","Singapore",0.5,0.428571428571429,1,1,"Buddhist",NA,0.666666666666667,0.5,0.5,0.5,0.57455699439069,0.585034013605442,0.5,0.379058441558442,-0.256788499713644,"Secular",0,0,0,0,1,0,1,16.705,82.444,4,19,"woman",4,5,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8660,"SGP2","Singapore",0.333333333333333,0.285714285714286,0.5,0,NA,NA,0.666666666666667,0.666666666666667,0,0,-0.0935270060624217,0.350340136054422,0.625,0.379058441558442,-0.256788499713644,"Secular",0,1,1,1,1,0,1,71.08,35.619,2,25,"woman",4,4,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8661,"SGP2","Singapore",0.5,0.428571428571429,0,0,NA,NA,0.666666666666667,0.666666666666667,0.25,0.25,0.0540892958229966,0.394557823129252,0.25,0.379058441558442,-0.256788499713644,"Secular",0,1,1,1,1,1,1,20.392,21.616,3,23,"woman",4,3,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8662,"SGP2","Singapore",0.166666666666667,0,0.5,0,NA,NA,0.333333333333333,0.333333333333333,0,0.25,-0.431614522488069,0.226190476190476,0.125,0.379058441558442,-0.256788499713644,"Secular",0,0,0,1,1,1,1,22.259,81.017,2,21,"woman",3,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8663,"SGP2","Singapore",0.833333333333333,1,1,1,"Christian (Roman Catholic)",NA,1,0.833333333333333,0.5,0.75,1.28654468562859,0.845238095238095,0.75,0.379058441558442,-0.256788499713644,"Religious",0,1,0,1,1,1,0,4.412,11.176,1,23,"man",3,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8664,"SGP2","Singapore",0,0,1,1,"Taoist",NA,1,0.833333333333333,0.5,0.5,0.438336910869704,0.547619047619048,0.25,0.379058441558442,-0.256788499713644,"Religious",0,1,1,1,1,1,1,23.117,18.99,3,22,"woman",3,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8665,"SGP2","Singapore",0.333333333333333,0.428571428571429,0.5,0,NA,NA,0.5,0.833333333333333,0,0,-0.0373428088225797,0.370748299319728,0.375,0.379058441558442,-0.256788499713644,"Religious",1,1,1,1,1,1,1,31.312,20.076,3,21,"woman",4,3,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8666,"SGP2","Singapore",0.166666666666667,0.142857142857143,0.5,0,NA,NA,0.5,0.333333333333333,0,0,-0.410103368270255,0.23469387755102,0,0.379058441558442,-0.256788499713644,"Secular",0,0,0,0,0,0,1,25.101,34.527,4,24,"man",3,7,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8667,"SGP2","Singapore",0.833333333333333,1,0.5,0,NA,NA,0.5,0.5,0.75,0.5,0.803655683668338,0.654761904761905,0.625,0.379058441558442,-0.256788499713644,"Secular",0,0,1,1,1,1,1,27.183,32.763,3,20,"man",4,7,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8668,"SGP2","Singapore",0.166666666666667,0.571428571428571,0.5,1,"Buddhist",NA,0.333333333333333,0.333333333333333,0.25,0.25,-0.100029814685305,0.343537414965986,0.25,0.379058441558442,-0.256788499713644,"Religious",0,0,0,0,0,0,1,40.902,34.732,3,23,"woman",5,4,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8669,"SGP2","Singapore",0.5,0,0.5,1,"Buddhist",NA,0.166666666666667,0.166666666666667,0,0,-0.504159191401345,0.19047619047619,0.125,0.379058441558442,-0.256788499713644,"Secular",0,0,0,1,1,1,1,23.643,78.506,4,20,"woman",4,7,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8670,"SGP2","Singapore",0.333333333333333,0.142857142857143,0.5,0,NA,NA,0.166666666666667,0,0.25,0.5,-0.283738976767697,0.270408163265306,0.375,0.379058441558442,-0.256788499713644,"Religious",1,0,0,0,0,0,1,30.254,82.322,4,19,"man",3,5,"I would rather not say",NA,"Nanyang Technological University","students","course credit","English"
8671,"SGP2","Singapore",0.5,0.142857142857143,1,1,"Buddhist",NA,1,1,0.5,0.5,0.777545474104641,0.663265306122449,0.5,0.379058441558442,-0.256788499713644,"Religious",0,1,0,1,1,1,1,100.771,16.64,3,23,"woman",5,7,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8672,"SGP2","Singapore",0.333333333333333,0.142857142857143,0.5,0,NA,NA,0.666666666666667,0.5,0,0,-0.211498804180803,0.306122448979592,0.125,0.379058441558442,-0.256788499713644,"Secular",0,1,0,1,1,1,1,32.189,45.601,4,21,"woman",3,5,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8673,"SGP2","Singapore",0.5,0,0.5,0,NA,NA,0.166666666666667,0.333333333333333,0,0,-0.441087816562618,0.214285714285714,0.25,0.379058441558442,-0.256788499713644,"Secular",0,0,0,0,0,1,1,61.921,20.353,4,21,"man",3,4,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8674,"SGP2","Singapore",0.833333333333333,0.714285714285714,1,1,"Christian (Protestant)",NA,1,1,0.5,0.75,1.23981521390801,0.828231292517007,0,0.379058441558442,-0.256788499713644,"Religious",0,1,0,1,1,1,0,148.265,27.168,1,18,"man",4,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8675,"SGP2","Singapore",0.833333333333333,0.857142857142857,1,1,"Taoist",NA,0.833333333333333,0.833333333333333,0.75,0.25,1.09148593627378,0.76530612244898,0.5,0.379058441558442,-0.256788499713644,"Religious",1,1,0,1,1,1,0,14.501,15.206,3,22,"woman",4,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8676,"SGP2","Singapore",0.833333333333333,0,0,1,"Christian (Roman Catholic)",NA,0,0,0,0,-0.669716584765189,0.119047619047619,0.375,0.379058441558442,-0.256788499713644,"Religious",0,0,0,1,1,1,1,17.293,26.976,1,23,"man",3,7,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8677,"SGP2","Singapore",0,0,0,0,NA,NA,0.5,0.5,0,0,-0.663867599474314,0.142857142857143,0.5,0.379058441558442,-0.256788499713644,"Secular",0,1,0,1,1,1,1,92.578,17.657,3,26,"woman",5,8,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8678,"SGP2","Singapore",0,0,1,1,"Taoist",NA,1,1,0.5,0.5,0.501408285708431,0.571428571428571,0.25,0.379058441558442,-0.256788499713644,"Religious",0,1,1,1,1,1,1,0.763,11.941,3,22,"woman",2,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8679,"SGP2","Singapore",0.166666666666667,0.142857142857143,0.5,0,NA,NA,0.166666666666667,0,0,0,-0.659821319704788,0.139455782312925,0.5,0.379058441558442,-0.256788499713644,"Religious",0,0,0,0,0,0,1,73.395,30.227,4,19,"man",4,8,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8680,"SGP2","Singapore",0.333333333333333,0.285714285714286,0.5,1,"Taoist",NA,0.666666666666667,0.666666666666667,0.5,0.5,0.32079276318663,0.493197278911565,0.5,0.379058441558442,-0.256788499713644,"Religious",0,0,0,0,1,1,1,19.407,32.479,1,26,"man",5,7,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8681,"SGP2","Singapore",0.166666666666667,0.142857142857143,0.5,0,NA,NA,0.5,0.5,0,0,-0.347031993431528,0.258503401360544,0,0.379058441558442,-0.256788499713644,"Secular",0,1,0,1,1,1,1,26.775,29.367,3,22,"man",3,9,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8682,"SGP2","Singapore",1,1,0.5,1,"Christian (Protestant)",NA,1,1,0,1,1.10638289502064,0.785714285714286,0.25,0.379058441558442,-0.256788499713644,"Secular",0,0,0,1,1,1,1,17.714,226.387,4,21,"man",4,2,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8683,"SGP2","Singapore",0,0,0.5,1,"Buddhist",NA,1,1,0,0.25,-0.00592420799118808,0.392857142857143,0,0.379058441558442,-0.256788499713644,"Religious",0,1,0,0,1,0,1,14.646,146.094,2,21,"woman",3,7,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8684,"SGP2","Singapore",0.5,0.428571428571429,0.5,1,"Buddhist",NA,0.666666666666667,0.666666666666667,0,0,0.0351190055894179,0.394557823129252,0,0.379058441558442,-0.256788499713644,"Secular",0,1,1,1,1,1,1,69.38,26.336,3,22,"woman",3,5,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8685,"SGP2","Singapore",0.833333333333333,0.857142857142857,1,0,NA,NA,0.666666666666667,0.5,0.5,0.5,0.886749440974023,0.693877551020408,0.375,0.379058441558442,-0.256788499713644,"Secular",0,0,0,1,1,0,1,23.69,41.783,3,23,"man",3,5,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8686,"SGP2","Singapore",0,0,0.5,0,NA,NA,0.5,0.666666666666667,0.25,0.25,-0.205446745620114,0.30952380952381,0.25,0.379058441558442,-0.256788499713644,"Secular",0,1,0,0,1,1,1,9.414,22.14,3,23,"woman",4,7,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8687,"SGP2","Singapore",0,0,0.5,0,NA,NA,0,0,0,0,-0.850254932235167,0.0714285714285714,0.5,0.379058441558442,-0.256788499713644,"Secular",0,0,0,1,1,1,1,32.718,69.528,4,24,"woman",4,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8688,"SGP2","Singapore",0.166666666666667,0,0.5,0,NA,NA,0.5,0.5,0,0,-0.401932416711182,0.238095238095238,0.5,0.379058441558442,-0.256788499713644,"Secular",0,0,0,0,0,0,1,42.746,27.678,3,23,"woman",4,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8689,"SGP2","Singapore",0.333333333333333,0.142857142857143,0.5,0,NA,NA,0.5,0.666666666666667,0.25,0.5,0.0921217243442898,0.413265306122449,0.25,0.379058441558442,-0.256788499713644,"Secular",1,1,0,1,1,1,1,75.598,24.957,2,21,"woman",4,7,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8690,"SGP2","Singapore",1,1,1,1,"Muslim",NA,1,1,0.75,0.75,1.53534466352365,0.928571428571429,0.75,0.379058441558442,-0.256788499713644,"Religious",0,1,0,1,1,1,0,18.226,15.649,3,25,"man",5,7,"Indian",NA,"Nanyang Technological University","students","course credit","English"
8691,"SGP2","Singapore",0.5,0.857142857142857,1,1,"Buddhist",NA,1,0.5,0.5,0,0.672479726105973,0.622448979591837,0.375,0.379058441558442,-0.256788499713644,"Secular",0,1,0,1,1,1,1,26.683,47.598,2,24,"man",5,5,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8692,"SGP2","Singapore",0.166666666666667,0.285714285714286,0.5,0,NA,NA,0.166666666666667,0.5,0,0,-0.415706771908952,0.231292517006803,0,0.379058441558442,-0.256788499713644,"Religious",0,1,0,1,1,1,1,42.25,59.632,2,23,"man",3,4,"Mixed / other","Myanmar","Nanyang Technological University","students","course credit","English"
8693,"SGP2","Singapore",0.5,0.571428571428571,1,1,"Buddhist",NA,0.833333333333333,0.833333333333333,0.75,0.75,1.02454765285086,0.748299319727891,0.375,0.379058441558442,-0.256788499713644,"Secular",1,1,1,1,1,1,1,0.883,6.601,1,20,"woman",2,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8694,"SGP2","Singapore",0.333333333333333,0,0.5,0,NA,NA,0.666666666666667,0.5,0,0.5,-0.0760454875796986,0.357142857142857,0.375,0.379058441558442,-0.256788499713644,"Religious",0,1,0,1,1,1,1,25.771,34.241,4,21,"woman",4,6,"Chinese",NA,"Nanyang Technological University","students","course credit","English"
8695,"ESP","Spain",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.5,0.277818991097923,-0.888623594030542,"Religious",0,0,0,0,0,0,1,26.49,17.268,1,30,"woman",4,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Spanish"
8696,"ESP","Spain",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0,0.277818991097923,-0.888623594030542,"Secular",0,0,0,0,0,0,1,20.056,23.6,1,42,"woman",6,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Spanish"
8697,"ESP","Spain",0.166666666666667,1,1,1,"Christian (Roman Catholic)","",1,1,0.5,0.75,1.05463370697858,0.773809523809524,0.375,0.277818991097923,-0.888623594030542,"Religious",0,1,0,1,1,1,1,180.672,68.951,7,75,"man",3,5,"Caucasian/European","","Kieskompas","online panel","monetary reward","Spanish"
8698,"ESP","Spain",0,0,0.5,1,"Christian (Roman Catholic)","",0.5,0.5,0,0,-0.475678005083367,0.214285714285714,0.25,0.277818991097923,-0.888623594030542,"Secular",0,1,0,1,1,1,1,37.589,46.722,3,40,"man",6,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Spanish"
8699,"ESP","Spain",1,0.857142857142857,1,1,"Christian (Roman Catholic)","",1,0.666666666666667,0.25,0.5,1.03515859125787,0.753401360544218,0.375,0.277818991097923,-0.888623594030542,"Religious",0,0,0,0,0,0,1,19.478,19.521,4,22,"woman",6,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Spanish"
8700,"ESP","Spain",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.277818991097923,-0.888623594030542,"Secular",0,0,0,0,0,0,1,69.606,26.497,3,34,"man",6,9,"Caucasian/European","","Kieskompas","online panel","monetary reward","Spanish"
8701,"ESP","Spain",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.5,0.277818991097923,-0.888623594030542,"Religious",0,0,0,0,0,0,1,21.597,27.359,1,38,"man",4,4,"Caucasian/European","","Kieskompas","online panel","monetary reward","Spanish"
8702,"ESP","Spain",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0,0.277818991097923,-0.888623594030542,"Religious",0,0,0,1,1,1,1,28.239,55.145,1,29,"man",6,7,"Latin-American","","Kieskompas","online panel","monetary reward","Spanish"
8703,"ESP","Spain",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.125,0.277818991097923,-0.888623594030542,"Secular",0,0,0,0,0,0,1,32.679,40.706,2,40,"man",4,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Spanish"
8704,"ESP","Spain",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.125,0.277818991097923,-0.888623594030542,"Secular",0,0,0,0,0,0,1,29.614,16.587,1,25,"woman",6,3,"Caucasian/European","","Kieskompas","online panel","monetary reward","Spanish"
8705,"ESP","Spain",0,0,0,1,"Christian (Roman Catholic)","",0,0,0,0,-1.03844452662611,0,0,0.277818991097923,-0.888623594030542,"Religious",0,0,0,0,0,0,1,24.46,30.454,4,28,"man",6,6,"Mixed / other","Fenicio, griego, romano, moro y europeo","Kieskompas","online panel","monetary reward","Spanish"
8706,"ESP","Spain",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.125,0.277818991097923,-0.888623594030542,"Secular",0,0,0,0,1,0,1,32.798,75.092,2,49,"man",2,4,"Caucasian/European","","Kieskompas","online panel","monetary reward","Spanish"
8707,"ESP","Spain",0,0,0,0,NA,"",0,0.333333333333333,0,0,-0.91230177694866,0.0476190476190476,0.125,0.277818991097923,-0.888623594030542,"Religious",0,0,0,0,0,0,1,24.439,24.712,1,53,"man",3,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Spanish"
